,variable,indice,par,stat,wilcox_p,fdrbh_p,holm_p,bonfer_p
0,negTipe,t_wa_roc,NB-NG,346,0.000332244373373737,0.00099673312012121,0.00099673312012121,0.00099673312012121
1,negTipe,t_wa_roc,NB-NM,371.5,0.000911093624932816,0.00136664043739922,0.00182218724986563,0.00273328087479845
2,negTipe,t_wa_roc,NG-NM,559,0.158434278785625,0.158434278785625,0.158434278785625,0.475302836356875
0,negTipe,t_wa_prc,NB-NG,347,0.000352691283997389,0.00105807385199217,0.00105807385199217,0.00105807385199217
1,negTipe,t_wa_prc,NB-NM,428.5,0.00668739469847111,0.0100310920477067,0.0133747893969422,0.0200621840954133
2,negTipe,t_wa_prc,NG-NM,488.5,0.0361840403674078,0.0361840403674078,0.0361840403674078,0.108552121102223
0,negTipe,t_kappa,NB-NG,239,4.22672612886122E-08,1.26801783865837E-07,1.26801783865837E-07,1.26801783865837E-07
1,negTipe,t_kappa,NB-NM,414.5,0.0028739337546971,0.0028739337546971,0.0028739337546971,0.0086218012640913
2,negTipe,t_kappa,NG-NM,376,2.82700522561808E-05,4.24050783842713E-05,5.65401045123617E-05,8.48101567685425E-05
0,negTipe,t_p_tpr,NB-NG,18,7.51155886337128E-15,1.12673382950569E-14,1.50231177267426E-14,2.25346765901138E-14
1,negTipe,t_p_tpr,NB-NM,515,0.0606465863846373,0.0606465863846373,0.0606465863846373,0.181939759153912
2,negTipe,t_p_tpr,NG-NM,0,2.55068922008763E-15,7.6520676602629E-15,7.6520676602629E-15,7.6520676602629E-15
0,negTipe,t_p_fpr,NB-NG,295,4.17796903990629E-06,4.17796903990629E-06,4.17796903990629E-06,1.25339071197189E-05
1,negTipe,t_p_fpr,NB-NM,204,8.36142882714826E-08,1.25421432407224E-07,1.67228576542965E-07,2.50842864814448E-07
2,negTipe,t_p_fpr,NG-NM,9,6.15894611458468E-15,1.8476838343754E-14,1.8476838343754E-14,1.8476838343754E-14
